07-05-2021_15-21-53,bombus_pascuorum,67.231,522,174,754,348,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-55,bombus_pascuorum,68.526,570,162,814,366,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-02,vespa_crabro,61.654,102,136,510,408,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-04,bombus_hypnorum,60.455,174,495,320,640,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-05,apis_mellifera,91.057,256,142,484,427,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-06,apis_mellifera,71.047,232,174,522,348,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-06,apis_mellifera,74.39,198,158,516,397,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-06,bombus_terrestris,60.724,476,437,596,556,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-08,apis_mellifera,63.121,406,116,638,290,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-08,apis_mellifera,93.352,420,126,672,294,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-10,apis_mellifera,83.627,628,235,825,432,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-22-10,apis_mellifera,98.708,537,134,806,369,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-48-57,apis_mellifera,84.641,580,174,812,348,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-49-00,apis_mellifera,82.204,580,174,812,348,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-49-00,bombus_hypnorum,63.386,115,462,433,809,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-49-03,apis_mellifera,83.199,580,174,812,348,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-49-03,bombus_hypnorum,64.388,102,476,442,884,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-49-56,apis_mellifera,87.076,580,174,812,348,empty,empty,empty,empty,empty,empty,empty,empty,empty
