07-05-2021_15-21-35,bombus_pascuorum,96.335,580,232,812,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-35,bombus_pascuorum,92.559,522,232,812,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-36,bombus_pascuorum,96.123,522,232,812,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-36,bombus_pascuorum,95.314,522,232,812,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-37,bombus_pascuorum,95.998,522,232,754,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-37,apis_mellifera,68.428,542,206,748,438,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-38,bombus_pascuorum,95.32,580,232,812,464,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-39,bombus_pascuorum,94.44,522,232,754,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-39,anthophora_plumipes,65.378,145,583,328,766,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-40,bombus_pascuorum,93.822,522,232,754,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-40,bombus_pascuorum,85.436,536,223,759,446,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-42,bombus_pascuorum,94.151,522,232,812,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-42,anthophora_plumipes,69.947,396,158,740,449,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-43,bombus_pascuorum,91.651,522,232,812,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-43,bombus_pascuorum,60.984,567,297,648,405,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-44,bombus_pascuorum,93.271,522,232,812,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-44,bombus_pascuorum,93.399,522,232,754,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-46,bombus_pascuorum,92.472,522,232,754,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-47,apis_mellifera,81.291,522,174,812,464,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-47,apis_mellifera,89.008,518,207,777,466,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-48,apis_mellifera,65.174,522,232,812,464,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-49,apis_mellifera,71.542,481,192,865,432,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-49,apis_mellifera,70.424,522,232,754,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-50,apis_mellifera,72.196,560,186,794,373,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-51,bombus_pascuorum,75.839,522,232,754,406,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-51,bombus_pascuorum,82.48,560,186,794,420,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-51,bombus_pratorum,62.08,140,513,373,747,empty,empty,empty,empty,empty,empty,empty,empty,empty
07-05-2021_15-21-52,apis_mellifera,84.233,513,171,728,385,empty,empty,empty,empty,empty,empty,empty,empty,empty
