02-05-2021_19-05-28,bombus_terrestris,66.741,174,464,580,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-29,bombus_terrestris,94.039,116,406,754,754,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-29,bombus_pratorum,63.86,315,90,812,451,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-30,bombus_terrestris,92.309,522,348,986,754,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-30,bombus_terrestris,92.889,510,357,867,765,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-31,bombus_lapidarius,78.308,464,290,1102,696,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-31,bombus_terrestris,84.141,479,34,856,410,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-31,bombus_terrestris,95.277,464,290,928,696,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-31,bombus_hortorum,80.619,408,27,763,354,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-31,bombus_hortorum,74.972,96,77,404,327,empty,empty,empty,empty,empty,empty,empty,empty,empty
02-05-2021_19-05-32,bombus_terrestris,89.237,464,290,928,754,empty,empty,empty,empty,empty,empty,empty,empty,empty
